R	G	B	Color_hex	Name
50	50	204	#3232cc	136
153	0	153	#990099	137
153	76	0	#994c00	138
76	153	0	#4c9900	139
0	115	0	#007300	140
50	127	204	#327fcc	141
127	50	204	#7f32cc	142
153	51	102	#993366	143
255	152	152	#ff9898	144
255	255	152	#ffff98	145
152	255	152	#98ff98	146
152	255	255	#98ffff	147
152	152	255	#9898ff	148
255	152	255	#ff98ff	149
255	229	152	#ffe598	150
229	255	152	#e5ff98	151
51	255	178	#33ffb2	152
152	229	255	#98e5ff	153
229	152	255	#e598ff	154
255	204	255	#ffccff	155
255	0	255	#ff00ff	156
0	255	255	#00ffff	157
255	255	0	#ffff00	158
255	84	0	#ff5400	159
0	255	84	#00ff54	160
84	0	255	#5400ff	161
170	0	170	#aa00aa	162
0	170	170	#00aaaa	163
170	170	0	#aaaa00	164
255	0	127	#ff007f	165
127	255	0	#7fff00	166
0	127	255	#007fff	167
255	170	0	#ffaa00	168
0	255	170	#00ffaa	169
170	255	0	#aaff00	170
84	0	0	#540000	171
0	84	0	#005400	172
0	0	84	#000054	173
170	84	84	#aa5454	174
84	170	84	#54aa54	175
84	84	170	#5454aa	176
170	0	84	#aa0054	177
84	170	0	#54aa00	178
0	84	170	#0054aa	179
255	101	101	#ff6565	180
237	238	0	#edee00	181
101	255	101	#65ff65	182
101	254	255	#65feff	183
101	101	255	#6565ff	184
255	101	254	#ff65fe	185
255	178	101	#ffb265	186
178	255	101	#b2ff65	187
0	223	95	#00df5f	188
101	178	255	#65b2ff	189
178	101	255	#b265ff	190
255	153	204	#ff99cc	191
153	0	0	#990000	192
153	153	0	#999900	193
0	153	0	#009900	194
0	153	153	#009999	195
50	50	204	#3232cc	196
153	0	153	#990099	197
153	76	0	#994c00	198
76	153	0	#4c9900	199
0	115	0	#007300	200
50	127	204	#327fcc	201
127	50	204	#7f32cc	202
153	51	102	#993366	203
255	152	152	#ff9898	204
255	255	152	#ffff98	205
152	255	152	#98ff98	206
152	255	255	#98ffff	207
152	152	255	#9898ff	208
255	152	255	#ff98ff	209
255	229	152	#ffe598	210
229	255	152	#e5ff98	211
51	255	178	#33ffb2	212
152	229	255	#98e5ff	213
229	152	255	#e598ff	214
255	204	255	#ffccff	215
255	0	255	#ff00ff	216
0	255	255	#00ffff	217
255	255	0	#ffff00	218
255	84	0	#ff5400	219
0	255	84	#00ff54	220
84	0	255	#5400ff	221
170	0	170	#aa00aa	222
0	170	170	#00aaaa	223
170	170	0	#aaaa00	224
255	0	127	#ff007f	225
127	255	0	#7fff00	226
0	127	255	#007fff	227
255	170	0	#ffaa00	228
0	255	170	#00ffaa	229
170	255	0	#aaff00	230
84	0	0	#540000	231
0	84	0	#005400	232
0	0	84	#000054	233
170	84	84	#aa5454	234
84	170	84	#54aa54	235
84	84	170	#5454aa	236
170	0	84	#aa0054	237
84	170	0	#54aa00	238
0	84	170	#0054aa	239
255	101	101	#ff6565	240
237	238	0	#edee00	241
101	255	101	#65ff65	242
101	254	255	#65feff	243
101	101	255	#6565ff	244
255	101	254	#ff65fe	245
255	178	101	#ffb265	246
178	255	101	#b2ff65	247
0	223	95	#00df5f	248
101	178	255	#65b2ff	249
178	101	255	#b265ff	250
255	153	204	#ff99cc	251
153	0	0	#990000	252
153	153	0	#999900	253
0	153	0	#009900	254
0	153	153	#009999	255
