R	G	B	Color_hex	Name
50	50	204	#3232cc	136
153	0	153	#990099	137
153	76	0	#994c00	138
76	153	0	#4c9900	139
0	115	0	#007300	140
50	127	204	#327fcc	141
127	50	204	#7f32cc	142
153	51	102	#993366	143
255	152	152	#ff9898	144
255	255	152	#ffff98	145
152	255	152	#98ff98	146
152	255	255	#98ffff	147
152	152	255	#9898ff	148
255	152	255	#ff98ff	149
255	229	152	#ffe598	150
229	255	152	#e5ff98	151
51	255	178	#33ffb2	152
152	229	255	#98e5ff	153
229	152	255	#e598ff	154
255	204	255	#ffccff	155
255	0	255	#ff00ff	156
0	255	255	#00ffff	157
255	255	0	#ffff00	158
255	84	0	#ff5400	159
0	255	84	#00ff54	160
84	0	255	#5400ff	161
170	0	170	#aa00aa	162
0	170	170	#00aaaa	163
170	170	0	#aaaa00	164
255	0	127	#ff007f	165
127	255	0	#7fff00	166
0	127	255	#007fff	167
255	170	0	#ffaa00	168
0	255	170	#00ffaa	169
170	255	0	#aaff00	170
84	0	0	#540000	171
0	84	0	#005400	172
0	0	84	#000054	173
170	84	84	#aa5454	174
84	170	84	#54aa54	175
84	84	170	#5454aa	176
170	0	84	#aa0054	177
84	170	0	#54aa00	178
0	84	170	#0054aa	179
255	101	101	#ff6565	180
237	238	0	#edee00	181
101	255	101	#65ff65	182
101	254	255	#65feff	183
101	101	255	#6565ff	184
255	101	254	#ff65fe	185
255	178	101	#ffb265	186
178	255	101	#b2ff65	187
0	223	95	#00df5f	188
101	178	255	#65b2ff	189
178	101	255	#b265ff	190
255	153	204	#ff99cc	191
153	0	0	#990000	192
153	153	0	#999900	193
0	153	0	#009900	194
0	153	153	#009999	195
50	50	204	#3232cc	196
153	0	153	#990099	197
153	76	0	#994c00	198
76	153	0	#4c9900	199
0	115	0	#007300	200
50	127	204	#327fcc	201
127	50	204	#7f32cc	202
153	51	102	#993366	203
255	152	152	#ff9898	204
255	255	152	#ffff98	205
152	255	152	#98ff98	206
152	255	255	#98ffff	207
152	152	255	#9898ff	208
255	152	255	#ff98ff	209
255	229	152	#ffe598	210
229	255	152	#e5ff98	211
51	255	178	#33ffb2	212
152	229	255	#98e5ff	213
229	152	255	#e598ff	214
255	204	255	#ffccff	215
255	0	255	#ff00ff	216
0	255	255	#00ffff	217
255	255	0	#ffff00	218
255	84	0	#ff5400	219
0	255	84	#00ff54	220
84	0	255	#5400ff	221
170	0	170	#aa00aa	222
0	170	170	#00aaaa	223
170	170	0	#aaaa00	224
255	0	127	#ff007f	225
127	255	0	#7fff00	226
0	127	255	#007fff	227
255	170	0	#ffaa00	228
0	255	170	#00ffaa	229
170	255	0	#aaff00	230
84	0	0	#540000	231
0	84	0	#005400	232
0	0	84	#000054	233
170	84	84	#aa5454	234
84	170	84	#54aa54	235
84	84	170	#5454aa	236
170	0	84	#aa0054	237
84	170	0	#54aa00	238
0	84	170	#0054aa	239
255	101	101	#ff6565	240
237	238	0	#edee00	241
101	255	101	#65ff65	242
101	254	255	#65feff	243
101	101	255	#6565ff	244
255	101	254	#ff65fe	245
255	178	101	#ffb265	246
178	255	101	#b2ff65	247
0	223	95	#00df5f	248
101	178	255	#65b2ff	249
178	101	255	#b265ff	250
255	153	204	#ff99cc	251
153	0	0	#990000	252
153	153	0	#999900	253
0	153	0	#009900	254
0	153	153	#009999	255
255	101	101	#ff6565	256
237	238	0	#edee00	257
101	255	101	#65ff65	258
101	254	255	#65feff	259
101	101	255	#6565ff	260
255	101	254	#ff65fe	261
255	178	101	#ffb265	262
178	255	101	#b2ff65	263
0	223	95	#00df5f	264
101	178	255	#65b2ff	265
178	101	255	#b265ff	266
255	153	204	#ff99cc	267
153	0	0	#990000	268
153	153	0	#999900	269
0	153	0	#009900	270
0	153	153	#009999	271
50	50	204	#3232cc	272
153	0	153	#990099	273
153	76	0	#994c00	274
76	153	0	#4c9900	275
0	115	0	#007300	276
50	127	204	#327fcc	277
127	50	204	#7f32cc	278
153	51	102	#993366	279
255	152	152	#ff9898	280
255	255	152	#ffff98	281
152	255	152	#98ff98	282
152	255	255	#98ffff	283
152	152	255	#9898ff	284
255	152	255	#ff98ff	285
255	229	152	#ffe598	286
229	255	152	#e5ff98	287
51	255	178	#33ffb2	288
152	229	255	#98e5ff	289
229	152	255	#e598ff	290
255	204	255	#ffccff	291
255	0	255	#ff00ff	292
0	255	255	#00ffff	293
255	255	0	#ffff00	294
255	84	0	#ff5400	295
0	255	84	#00ff54	296
84	0	255	#5400ff	297
170	0	170	#aa00aa	298
0	170	170	#00aaaa	299
170	170	0	#aaaa00	300
255	0	127	#ff007f	301
127	255	0	#7fff00	302
0	127	255	#007fff	303
255	170	0	#ffaa00	304
0	255	170	#00ffaa	305
170	255	0	#aaff00	306
84	0	0	#540000	307
0	84	0	#005400	308
0	0	84	#000054	309
170	84	84	#aa5454	310
84	170	84	#54aa54	311
84	84	170	#5454aa	312
170	0	84	#aa0054	313
84	170	0	#54aa00	314
0	84	170	#0054aa	315
255	101	101	#ff6565	316
237	238	0	#edee00	317
101	255	101	#65ff65	318
101	254	255	#65feff	319
101	101	255	#6565ff	320
255	101	254	#ff65fe	321
255	178	101	#ffb265	322
178	255	101	#b2ff65	323
0	223	95	#00df5f	324
101	178	255	#65b2ff	325
178	101	255	#b265ff	326
255	153	204	#ff99cc	327
153	0	0	#990000	328
153	153	0	#999900	329
0	153	0	#009900	330
0	153	153	#009999	331
50	50	204	#3232cc	332
153	0	153	#990099	333
153	76	0	#994c00	334
76	153	0	#4c9900	335
0	115	0	#007300	336
50	127	204	#327fcc	337
127	50	204	#7f32cc	338
153	51	102	#993366	339
255	152	152	#ff9898	340
255	255	152	#ffff98	341
152	255	152	#98ff98	342
152	255	255	#98ffff	343
152	152	255	#9898ff	344
255	152	255	#ff98ff	345
255	229	152	#ffe598	346
229	255	152	#e5ff98	347
51	255	178	#33ffb2	348
152	229	255	#98e5ff	349
229	152	255	#e598ff	350
255	204	255	#ffccff	351
255	0	255	#ff00ff	352
0	255	255	#00ffff	353
255	255	0	#ffff00	354
255	84	0	#ff5400	355
0	255	84	#00ff54	356
84	0	255	#5400ff	357
170	0	170	#aa00aa	358
0	170	170	#00aaaa	359
170	170	0	#aaaa00	360
255	0	127	#ff007f	361
127	255	0	#7fff00	362
0	127	255	#007fff	363
255	170	0	#ffaa00	364
0	255	170	#00ffaa	365
170	255	0	#aaff00	366
84	0	0	#540000	367
0	84	0	#005400	368
0	0	84	#000054	369
170	84	84	#aa5454	370
84	170	84	#54aa54	371
84	84	170	#5454aa	372
170	0	84	#aa0054	373
84	170	0	#54aa00	374
0	84	170	#0054aa	375
255	101	101	#ff6565	376
237	238	0	#edee00	377
101	255	101	#65ff65	378
101	254	255	#65feff	379
101	101	255	#6565ff	380
255	101	254	#ff65fe	381
255	178	101	#ffb265	382
178	255	101	#b2ff65	383
0	223	95	#00df5f	384
101	178	255	#65b2ff	385
178	101	255	#b265ff	386
255	153	204	#ff99cc	387
153	0	0	#990000	388
153	153	0	#999900	389
0	153	0	#009900	390
0	153	153	#009999	391
50	50	204	#3232cc	392
153	0	153	#990099	393
153	76	0	#994c00	394
76	153	0	#4c9900	395
0	115	0	#007300	396
50	127	204	#327fcc	397
127	50	204	#7f32cc	398
153	51	102	#993366	399
255	152	152	#ff9898	400
255	255	152	#ffff98	401
152	255	152	#98ff98	402
152	255	255	#98ffff	403
152	152	255	#9898ff	404
255	152	255	#ff98ff	405
255	229	152	#ffe598	406
229	255	152	#e5ff98	407
51	255	178	#33ffb2	408
152	229	255	#98e5ff	409
229	152	255	#e598ff	410
255	204	255	#ffccff	411
255	0	255	#ff00ff	412
0	255	255	#00ffff	413
255	255	0	#ffff00	414
255	84	0	#ff5400	415
0	255	84	#00ff54	416
84	0	255	#5400ff	417
170	0	170	#aa00aa	418
0	170	170	#00aaaa	419
170	170	0	#aaaa00	420
255	0	127	#ff007f	421
127	255	0	#7fff00	422
0	127	255	#007fff	423
255	170	0	#ffaa00	424
0	255	170	#00ffaa	425
170	255	0	#aaff00	426
84	0	0	#540000	427
0	84	0	#005400	428
0	0	84	#000054	429
170	84	84	#aa5454	430
84	170	84	#54aa54	431
84	84	170	#5454aa	432
170	0	84	#aa0054	433
84	170	0	#54aa00	434
0	84	170	#0054aa	435
255	101	101	#ff6565	436
237	238	0	#edee00	437
101	255	101	#65ff65	438
101	254	255	#65feff	439
101	101	255	#6565ff	440
255	101	254	#ff65fe	441
255	178	101	#ffb265	442
178	255	101	#b2ff65	443
0	223	95	#00df5f	444
101	178	255	#65b2ff	445
178	101	255	#b265ff	446
255	153	204	#ff99cc	447
153	0	0	#990000	448
153	153	0	#999900	449
0	153	0	#009900	450
0	153	153	#009999	451
50	50	204	#3232cc	452
153	0	153	#990099	453
153	76	0	#994c00	454
76	153	0	#4c9900	455
0	115	0	#007300	456
50	127	204	#327fcc	457
127	50	204	#7f32cc	458
153	51	102	#993366	459
255	152	152	#ff9898	460
255	255	152	#ffff98	461
152	255	152	#98ff98	462
152	255	255	#98ffff	463
152	152	255	#9898ff	464
255	152	255	#ff98ff	465
255	229	152	#ffe598	466
229	255	152	#e5ff98	467
51	255	178	#33ffb2	468
152	229	255	#98e5ff	469
229	152	255	#e598ff	470
255	204	255	#ffccff	471
255	0	255	#ff00ff	472
0	255	255	#00ffff	473
255	255	0	#ffff00	474
255	84	0	#ff5400	475
0	255	84	#00ff54	476
84	0	255	#5400ff	477
170	0	170	#aa00aa	478
0	170	170	#00aaaa	479
170	170	0	#aaaa00	480
255	0	127	#ff007f	481
127	255	0	#7fff00	482
0	127	255	#007fff	483
255	170	0	#ffaa00	484
0	255	170	#00ffaa	485
170	255	0	#aaff00	486
84	0	0	#540000	487
0	84	0	#005400	488
0	0	84	#000054	489
170	84	84	#aa5454	490
84	170	84	#54aa54	491
84	84	170	#5454aa	492
170	0	84	#aa0054	493
84	170	0	#54aa00	494
0	84	170	#0054aa	495
255	101	101	#ff6565	496
237	238	0	#edee00	497
101	255	101	#65ff65	498
101	254	255	#65feff	499
101	101	255	#6565ff	500
255	101	254	#ff65fe	501
255	178	101	#ffb265	502
178	255	101	#b2ff65	503
0	223	95	#00df5f	504
101	178	255	#65b2ff	505
178	101	255	#b265ff	506
255	153	204	#ff99cc	507
153	0	0	#990000	508
153	153	0	#999900	509
0	153	0	#009900	510
0	153	153	#009999	511
