Factor	RGB	Weight	PostUMI	TopGene_pval	TopGene_fc	TopGene_weight
10	178,101,255	0.03783	514492	INMT,PTGDS,PRG4,LTBP2,PMP22,MAMDC2,MYLK,PDGFRA,DPT,FBLN1,GPC3,FBN1,THY1,ADAMTS1,CD4,PDGFRB,MS4A4A,MS4A6A,IL2RA,TCF4	PRG4,INMT,PTGDS,DPT,MAMDC2,PDGFRA,PMP22,LTBP2,GPC3,MYLK,FBLN1,THY1,IL2RA,PCOLCE,FBN1,ADAMTS1,PTN,LGR5,PDGFRB,KCNK3	INMT,PTGDS,LTBP2,MYLK,PMP22,FBLN1,DST,PDGFRA,MS4A6A,TCIM,CAVIN1,FBN1,MAMDC2,GPC3,AIF1,MS4A4A,CD4,PRG4,ADAMTS1,PDGFRB
11	255,153,204	0.03582	487204	VWF,CLEC14A,PECAM1,ADGRL4,MMRN1,CD34,CD93,ECSCR,EGFL7,ACKR1,APOLD1,RAMP2,CAVIN1,MMRN2,TM4SF18,SH2D3C,SOX18,EDNRB,BTNL9,ADAMTS1	CLEC14A,VWF,MMRN1,ADGRL4,ACKR1,RAMP2,ECSCR,SOX18,BTNL9,ANGPT2,EGFL7,TM4SF18,STC1,SH2D3C,SOX17,CD34,HIGD1B,CD93,EDNRB,APOLD1	PECAM1,VWF,CAVIN1,CD93,CD34,CLEC14A,TFPI,ADGRL4,MMRN1,EGFL7,APOLD1,ECSCR,ADAMTS1,GNG11,MMRN2,TCF4,NPDC1,ACKR1,TCIM,DST
14	0,153,0	0.02778	377766	MARCO,MCEMP1,FCGR3A,MRC1,VSIG4,C1orf162,CD68,AIF1,PPARG,CD163,FCGR1A,LPL,AQP9,SPI1,MS4A4A,PECAM1,MNDA,ADGRE1,IGSF6,LY86	MARCO,MCEMP1,RETN,AQP9,ADGRE1,LPL,VSIG4,FCGR3A,SPI1,CD68,MRC1,C1orf162,FCGR1A,CD163,LY86,MNDA,AIF1,TREM2,PPARG,LILRA5	MARCO,MRC1,AIF1,FCGR3A,MCEMP1,C1orf162,PPARG,PECAM1,CD68,VSIG4,CD163,FCGR1A,MS4A6A,MS4A4A,PMP22,PTPRC,VCAN,IGSF6,MDM2,MNDA
12	153,0,0	0.02585	351605	MS4A6A,MS4A4A,CD163,MRC1,CD14,IL2RA,MPEG1,PLA2G7,VSIG4,AIF1,KCNMA1,CD68,PMP22,IGSF6,FCGR3A,CD93,LILRB2,HAVCR2,LILRB4,CD4	IL2RA,CD14,MS4A4A,CD163,LILRB4,PLA2G7,MS4A6A,MRC1,MPEG1,VSIG4,KCNMA1,LILRB2,CLEC4E,HAVCR2,CD68,LYVE1,AIF1,IGSF6,HAMP,CD86	MS4A6A,MRC1,MS4A4A,CD163,CD14,AIF1,MPEG1,IL2RA,PMP22,PLA2G7,VSIG4,PECAM1,CD68,FCGR3A,IGSF6,MDM2,CD93,PTPRC,CD4,C1orf162
13	153,153,0	0.02559	348053	CD1C,MS4A6A,FGL2,CD1E,C1orf162,CLEC10A,AIF1,FCER1A,MNDA,FCN1,HLA-DQB2,CSF2RA,CD86,CXCR4,HAVCR2,IGSF6,GPR183,C15orf48,PTPRC,SERPINB9	CD1C,FCN1,FCER1A,CD1E,CLEC10A,CD1A,C15orf48,FGL2,MNDA,PLD4,CD86,CCR2,CSF2RA,C1orf162,LILRB2,CLEC4E,MS4A6A,HAVCR2,LY86,SPI1	MS4A6A,AIF1,C1orf162,FGL2,CXCR4,PTPRC,HLA-DQB2,BASP1,CD1C,MNDA,IGSF6,CD93,CSF2RA,CD1E,CLEC10A,CD4,CYTIP,VCAN,SERPINB9,FCER1A
15	0,153,153	0.02045	278079	FBLN1,C7,OGN,SFRP2,PTGDS,IGF1,CTSK,SRPX,ADAMTS1,LYVE1,MEDAG,CRISPLD2,PMP22,FBN1,DPT,MFAP5,PDGFRA,PCOLCE,INMT,FGL2	OGN,C7,SFRP2,FBLN1,SRPX,MEDAG,IGF1,LYVE1,PTGDS,MFAP5,CTSK,ADAMTS1,CRISPLD2,DPT,PCOLCE,BAMBI,PDGFRA,FBN1,PLAC9,PMP22	FBLN1,PTGDS,C7,OGN,CTSK,SFRP2,ADAMTS1,IGF1,PMP22,FBN1,SRPX,INMT,CRISPLD2,TFPI,PDGFRA,CAVIN1,LYVE1,MEDAG,DST,CD34
17	153,0,153	0.01432	194718	MYH11,CNN1,ACTA2,DES,MYLK,OGN,ADAMTS1,CAVIN1,KCNMA1,ACTG2,GEM,GLIPR1,TBX3,EDNRB,FGL2,CAV1,PDGFRB,ASPN,DST,PTN	DES,CNN1,MYH11,ACTA2,OGN,MYLK,KCNMA1,ADAMTS1,TBX3,RERGL,EDNRB,CAVIN1,LGI4,ANGPT2,GEM,GLIPR1,CAV1,SNCG,PTN,KCNK3	MYH11,ACTA2,MYLK,CAVIN1,CNN1,ADAMTS1,DST,ACTG2,OGN,DES,KCNMA1,LTBP2,GEM,GLIPR1,PDGFRB,FGL2,SEMA3C,FBN1,NTN4,CAV1
16	50,50,204	0.01375	187038	PLA2G7,IGSF6,TREM2,FCGR3A,CD68,FCGR1A,MRC1,AIF1,CD4,HPGDS,HAVCR2,LPL,MS4A4A,CD28,CTSK,C1orf162,LILRB4,LY86,VSIG4,PMP22	TREM2,PLA2G7,IGSF6,HPGDS,LILRB4,FCGR3A,LPL,FCGR1A,CD68,HAVCR2,LY86,MRC1,HAMP,CD28,CD4,C15orf48,AIF1,SNCA,SPI1,CD86	IGSF6,FCGR3A,PLA2G7,AIF1,MRC1,CD68,FCGR1A,CD4,TREM2,MS4A4A,MS4A6A,PMP22,C1orf162,MDM2,CTSK,HAVCR2,PECAM1,PTPRC,CD28,VSIG4
18	153,76,0	0.01150	156348	MZB1,TENT5C,TNFRSF17,CD79A,SLAMF7,PRDM1,FKBP11,CD27,DERL3,PECAM1,CXCR4,CCR2,CYTIP,SLAMF1,IGF1,ADAM28,PLCG2,CD19,BCL2L11,TNFRSF13B	MZB1,CD79A,TNFRSF17,TENT5C,DERL3,CD27,PRDM1,CCR2,SLAMF7,FKBP11,TNFRSF13B,SLAMF1,CD19,IGF1,CYTIP,CXCR4,PECAM1,ADAM28,COCH,PLCG2	MZB1,TENT5C,SLAMF7,PECAM1,PRDM1,FKBP11,TNFRSF17,CXCR4,CD79A,MDM2,CYTIP,BCL2L11,CD27,BASP1,DERL3,PLCG2,PTGDS,CCR2,IGF1,ADAM28
20	0,115,0	0.00742	100979	C1orf194,C20orf85,TSPAN19,SNTN,C6orf118,DNAAF1,CCDC39,SOX2,CFAP53,CCDC78,SERPINB3,CLIC6,FOXJ1,CYP2F1,AGR3,CXCL6,BASP1,CYP4B1,CLCA2,TMC5	C20orf85,C1orf194,C6orf118,TSPAN19,CCDC39,DNAAF1,SERPINB3,SNTN,SOX2,CYP2F1,CFAP53,CCDC78,CLCA2,DMBT1,CXCL6,FOXJ1,CLIC6,FOXA1,AGR3,ADAM28	SNTN,C1orf194,CYP4B1,DNAAF1,C20orf85,BASP1,TSPAN19,TMC5,C6orf118,AGR3,MDM2,CLIC6,EHF,SOX2,CFAP53,FOXJ1,TCIM,CCDC39,CCDC78,SMYD2
21	50,127,204	0.00714	97162	MS4A1,BANK1,CD79A,CD19,TNFRSF13B,CXCR4,SPIB,IRF8,CLECL1,ADAM28,PLCG2,LILRA4,TCL1A,CD1C,PTPRC,MPEG1,SELL,LY86,TCF4,BASP1	MS4A1,TNFRSF13B,BANK1,CD19,CD79A,SPIB,TCL1A,LILRA4,MLANA,CLECL1,IRF8,CXCR4,CD1C,CD70,ADAM28,PLD4,LY86,CCR7,COCH,PLCG2	MS4A1,CXCR4,BANK1,CD79A,BASP1,PTPRC,CD19,PLCG2,IRF8,ADAM28,MPEG1,CYTIP,SELL,TRAC,SPIB,IL7R,PTGDS,CLECL1,MDM2,TCF4
19	76,153,0	0.00692	94146	RTKN2,AGER,CAV1,CA4,LAMP3,TMEM100,EDNRB,CAVIN2,IL1RL1,CAVIN1,BTNL9,CYP4B1,GPRC5A,INMT,CXCL2,UPK3B,DMBT1,TBX3,GKN2,KCNK3	CA4,AGER,RTKN2,TMEM100,LAMP3,EDNRB,CAV1,IL1RL1,DMBT1,UPK3B,CAVIN2,MLANA,BTNL9,GKN2,TBX3,KCNK3,RAMP2,PEBP4,CXCL2,CD274	CYP4B1,GPRC5A,RTKN2,CAV1,CAVIN1,LAMP3,CAVIN2,INMT,AGER,EDNRB,TMEM100,TCIM,DST,NTN4,IL1RL1,CXCL2,EPCAM,MALL,IL7R,KRT7
23	153,51,102	0.00471	64019	CPA3,MS4A2,KIT,SLC18A2,IL1RL1,GATA2,LIF,HPGDS,CTSG,VWA5A,SLC26A2,FCER1A,CD69,CD274,CAVIN2,C1orf162,SERPINB3,CHGA,ASCL1	MS4A2,SLC18A2,CPA3,IL1RL1,KIT,CTSG,GATA2,LIF,HPGDS,VWA5A,CD274,FCER1A,SLC26A2,CD69,CHGA,SERPINB3,CAVIN2,ASCL1,C1orf162	CPA3,KIT,MS4A2,IL1RL1,SLC18A2,VWA5A,GATA2,LIF,HPGDS,SLC26A2,MLPH,CD69,C1orf162,MALL,TCIM,CTSG,FCER1A,CAVIN1,PTPRC,TFPI
22	127,50,204	0.00449	61115	CXCL10,CXCL9,GNLY,CCL5,NKG7,PRF1,KLRD1,KLRC1,GZMB,CD8A,GZMA,FGFBP2,CD247,CD83,C15orf48,PTPRC,CD2,LAG3,FSTL3,CD274	CXCL10,CXCL9,GNLY,NKG7,PRF1,GZMB,KLRD1,KLRC1,FGFBP2,CCL5,CD8A,GZMA,CD247,C15orf48,LAG3,CD274,CD83,TNFRSF9,DUSP2,LAMP3	CXCL10,CXCL9,CCL5,GNLY,NKG7,PRF1,PTPRC,KLRD1,KLRC1,GZMA,CD8A,CD83,MALL,SLAMF7,TCIM,CD247,CD2,FSTL3,CYP2B6,CYTIP
