Factor	RGB	Weight	PostUMI	TopGene_pval	TopGene_fc	TopGene_weight
43	0,170,170	0.01493	2261383	NR4A2,MYT1L,CDH13,SYBU,RORB,NEFM,MET,KITLG,NIPBL-DT,NPY,GLRA2,NECTIN3,KIAA0319,KCNH5,RSPO3,SOX9,RELN,RAP1GAP,FGFBP3,UNC5C	NR4A2,CDH13,MET,RELN,KCNH5,NPY,KITLG,RORB,SLC26A4,MYT1L,SYBU,ITPR1,NECTIN3,KIAA0319,UNC5C,NIPBL-DT,RSPO3,SCG2,GLRA2,NEFM	MYT1L,NR4A2,SYBU,NEUROD6,NEFM,FXYD6,ARHGAP5,SATB2,ZEB2,CDH13,NIPBL-DT,GLRA2,RORB,SOX9,ARFGEF3,SCN3B,LHX2,PPP3CA,NEUROD2,CUX2
33	152,229,255	0.01436	2175013	SOX1,SOX2-OT,SP9,SOX2,GAD2,KITLG,ZEB2,LHX6,CLASP1,ASH1L,POU3F4,BCL11B,CUX1,ST7,TPBG,WDFY3,GPRC5B,NIPBL,KDM5B,MEIS1	SP9,SOX2-OT,SOX1,GAD2,TPBG,KITLG,SOX2,NKX2-1,LHX6,POU3F4,BCL11B,VIP,MEIS1,ST7,GRIK4,CUX1,ASH1L,GPRC5B,CLASP1,ZEB2	ZEB2,SOX1,SOX2,FXYD6,SOX2-OT,SP9,CLASP1,ASH1L,NFIB,WAC,KDM5B,MYT1L,KITLG,SETD5,WDFY3,BACH2,CUX1,GAD2,SCN3B,ST7
24	255,152,152	0.01341	2031577	FAM107A,HOPX,GPX3,MT3,IGFBPL1,CST3,GFAP,TAGLN2,NFIB,NHLH1,ALDOC,LHX2,TKTL1,FXYD6,LGALS1,SOX9,ARHGAP5,PPP1R17,CUX1,SLC17A6	FAM107A,HOPX,MT3,GPX3,TAGLN2,CST3,TKTL1,LGALS1,GFAP,ALDOC,NHLH1,WDFY3-AS2,IGFBPL1,HEY1,YAP1,PPP1R17,SLC17A6,NEUROD1,LHX2,POU3F4	FAM107A,NFIB,FXYD6,NEUROD2,IGFBPL1,NEUROD6,GPX3,LHX2,TBR1,HOPX,ARHGAP5,ZEB2,KDM5B,WAC,SOX9,WDFY3,SOX2,CUX2,INSM1,GFAP
30	255,229,152	0.01301	1971429	ZEB2,MYT1L,TRIM67,SCN3B,TAFA1,PPP3CA,MSANTD2,ADAMTSL3,ADAMTS5,KDM5B,DACH2,CPNE8,SLCO1C1,CNTN2,AKR1C2,CBLN4,AGT,SEMA3E,INPP4B,CACNA1E	ADAMTS5,DACH2,SLCO1C1,AKR1C2,LINC02593,INPP4B,CBLN4,CPNE8,TRIM67,AGT,ZEB2,ADAMTSL3,MSANTD2,TAFA1,MYT1L,CACNA1E,SCN3B,PPP3CA,NKX2-1,COL19A1	ZEB2,MYT1L,SCN3B,PPP3CA,TAFA1,TRIM67,KDM5B,SYBU,ARHGAP5,WAC,MSANTD2,ADAMTSL3,HS3ST4,CNTN2,SEMA3E,SETD5,ELAPOR1,ARFGEF3,ADAMTS5,VAT1L
20	0,115,0	0.01247	1888266	NHLH1,NRN1,NFIB,IGFBPL1,NEUROD1,LHX2,NEUROD2,NAB2,SLC17A6,KDM5B,WDFY3,BCL11B,NR2F1,WAC,ANTXR2,EML6,INSM1,BAZ2B,HS3ST1,ARID2	NHLH1,NRN1,NEUROD1,EML6,ANTXR2,IGFBPL1,SLC17A6,NAB2,NFIB,BCL11B,LHX2,COL6A1,AP002748.4,TUSC7,FRG1,WDFY3,NEUROD2,SRCAP,KDM5B,BAZ2B	NFIB,NEUROD2,NHLH1,IGFBPL1,NRN1,LHX2,TBR1,KDM5B,WAC,FXYD6,NEUROD6,WDFY3,INSM1,NR2F1,NAB2,MYT1L,CLASP1,ZEB2,NEUROD1,SETD5
11	255,153,204	0.01242	1881038	FEZF2,NFIB,TSHZ3,HS3ST4,CRYM,SLC35F2,PEX5L,SPOCK1,KCTD12,ZFPM2,VSNL1,CYP26A1,SORCS1,LPL,SOX5,SLN,TRPM3,FOXP2,RGS6,TBR1	SLN,SLC35F2,FEZF2,TSHZ3,VSNL1,CYP26A1,HS3ST4,ZFPM2,SPOCK1,FOXP2,RGS6,LPL,CRYM,C8orf34,NFIB,TRPM3,SORCS1,PEX5L,FSTL5,KCNQ5	NFIB,FEZF2,TBR1,ZEB2,FXYD6,NEUROD2,HS3ST4,TSHZ3,KCTD12,CRYM,PEX5L,SCN3B,SOX5,BACH2,NEUROD6,PPP3CA,B3GALT2,SPOCK1,ARHGAP5,SORCS1
22	127,50,204	0.01228	1860105	TAFA1,ADAMTSL3,SYBU,ELMOD1,RORB,IGFBPL1,SCN3B,NPY,PAPPA,ARFGEF3,TRIM67,FBXO32,KCNQ5,MYT1L,CACNA1E,ELOVL2,CFTR,PPP3CA,GPR85,LINGO1	ADAMTSL3,PAPPA,TAFA1,ELMOD1,NPY,RORB,BEST3,CACNA1E,CFTR,TPBG,SYBU,KCNQ5,CBLN4,PCCA-DT,GRAMD2B,KCNJ16,FBXO32,IGFBPL1,GPR85,SCN3B	TAFA1,SYBU,NEUROD2,IGFBPL1,SCN3B,SATB2,MYT1L,ADAMTSL3,ZEB2,ARFGEF3,PPP3CA,ARHGAP5,WAC,RORB,ELMOD1,KDM5B,TRIM67,LHX2,LINGO1,SETD5
15	0,153,153	0.01176	1780738	FEZF2,TSHZ3,SEMA3E,RGS6,GLRA2,PEX5L,CRYM,CALN1,SOX5,KCTD12,RORB,HS3ST4,GPRIN3,SCN3B,NFIB,CLSTN2,SLC35F2,SORCS1,FOXP2,LPL	RGS6,FEZF2,SEMA3E,TSHZ3,GLRA2,PEX5L,SLC35F2,CRYM,RORB,HCRTR2,GPRIN3,FOXP2,SOX5,CALN1,TOX,LPL,ACTN2,KCTD12,HS3ST4,SORCS1	FEZF2,NEUROD2,NEUROD6,NFIB,ZEB2,GLRA2,SCN3B,TSHZ3,PEX5L,CRYM,FXYD6,KCTD12,SEMA3E,TBR1,BACH2,CALN1,SOX5,MYT1L,HS3ST4,RGS6
36	255,0,255	0.01131	1713697	HS3ST4,CRYM,SEMA3E,TBR1,KCTD12,TLE4,SORCS1,NFIB,SCN3B,CDH13,KLHL1,NR4A2,B3GNT2,GPRIN3,SYT6,CLSTN2,ATP2B4,HSPA12A,PPP3CA,GABRG3	SEMA3E,HS3ST4,CRYM,LINC02593,CDH13,GABRG3,TLE4,KCTD12,SORCS1,GPR37L1,ST18,LGR6,B3GNT2,VSTM2L,SLC35F2,GRIK4,SYT6,NDST4,GPRIN3,HSPA12A	TBR1,NFIB,ZEB2,HS3ST4,CRYM,KCTD12,SCN3B,NEUROD6,TLE4,SEMA3E,MYT1L,PPP3CA,WAC,ARHGAP5,KLHL1,KDM5B,SORCS1,NR4A2,CLSTN2,SETD5
27	152,255,255	0.01125	1703615	CRYM,ZFPM2,TBR1,GNAL,PDE1A,VSNL1,VAT1L,BACH2,HS3ST4,HSPA12A,ANOS1,NPNT,SYT6,NPR3,FEZF2,FOXP2,ATP2B4,TSHZ3,B3GALT2,TRPM3	CRYM,ZFPM2,NPNT,PDE1A,VSNL1,VAT1L,NPR3,ANOS1,GNAL,HSPA12A,FOXP2,RASGRF2,SYT6,GRIK4,LINC02593,HS3ST4,ATP2B4,BACH2,TBR1,C8orf34	CRYM,TBR1,FXYD6,NEUROD2,ZFPM2,NEUROD6,BACH2,MYT1L,NFIB,GNAL,FEZF2,ZEB2,HS3ST4,WAC,PPP3CA,PDE1A,SATB2,KCTD12,B3GALT2,VAT1L
37	0,255,255	0.01093	1656336	HS3ST1,SLC17A6,ELAPOR1,DISP3,CLSTN2,EML6,CUX2,SOX5,LINC01089,CNTN2,KMT2E,POU3F4,BCL11B,IGFBPL1,WDFY3,NFIB,TBR1,MYT1L,SYT6,KCNJ6	EML6,SLC17A6,HS3ST1,DISP3,ELAPOR1,LINC01089,POU3F4,CLSTN2,BCL11B,CNTN2,SOX5,KCNJ6,KPTN,CUX2,KMT2E,THUMPD3-AS1,DNM2,SYT6,FRG1-DT,PAXBP1-AS1	TBR1,NFIB,HS3ST1,CUX2,SLC17A6,NEUROD2,MYT1L,IGFBPL1,CLSTN2,ELAPOR1,SOX5,NEUROD6,KMT2E,KDM5B,WDFY3,DISP3,CNTN2,FXYD6,CLASP1,LINC01089
45	255,0,127	0.01029	1557932	CRYAB,CCN1,CCN2,LRATD2,ITGA2,GLI3,SAMD4A,SOX9,GPX3,SOX2,TAGLN2,FGFBP3,LAMP5,PAX6,AQP4,HES1,STOX1,FBXO32,GFAP,VAT1L	CRYAB,CCN1,CCN2,LAMP5,ITGA2,LRATD2,TAGLN2,ITGB5,AQP4,HES1,SAMD4A,STOX1,GPX3,GLI3,FAM182B,TKTL1,SOX9,MEIS1,FGFBP3,ANKFN1	CRYAB,CCN1,CCN2,SOX2,GLI3,SOX9,FXYD6,ARHGAP5,GPX3,FGFBP3,LRATD2,SAMD4A,PAX6,LHX2,NFIB,ITGA2,WAC,SETD5,FEZF2,ZEB2
39	255,84,0	0.01013	1533714	ARFGEF3,RSPO3,TRNP1,ARHGAP5,ELMOD1,NECTIN3,GLRA3,GLRA2,ELOVL2,GPR85,SCN3B,CFTR,CLSTN2,ZEB2,SOX5,FSTL5,KLHL1,SLC35F2,SAMD4A,B3GNT2	ARFGEF3,RSPO3,TRNP1,CFTR,GLRA3,GPR85,NECTIN3,ELMOD1,ELOVL2-AS1,ARHGAP5,CACNA1E,GRM7,SLC35F2,ELOVL2,GLRA2,GRAMD2B,VIP,FSTL5,PAPPA,B3GNT2	ARFGEF3,ZEB2,ARHGAP5,SCN3B,NEUROD6,MYT1L,NEUROD2,RSPO3,TRNP1,NFIB,WAC,GLRA2,SATB2,ELOVL2,SETD5,SYBU,CLSTN2,ELMOD1,KDM5B,KLHL1
31	229,255,152	0.00915	1386115	PENK,PPP1R17,NRN1,IGFBPL1,CBLN2,CA12,NEUROD4,TTYH2,SMOC1,NFIB,NR2F1,NEUROD1,PAX6,WDFY3,CPEB2,SLC17A6,CUX1,NHLH1,GPRC5B,EOMES	PENK,PPP1R17,CBLN2,NRN1,CA12,NEUROD4,TTYH2,NEUROD1,IGFBPL1,SMOC1,NR2F1,SLC17A6,PAX6,CPEB2,EOMES,WDFY3,NHLH1,NFIB,GPRC5B,WDFY3-AS2	PENK,IGFBPL1,NFIB,PPP1R17,NRN1,NEUROD2,NEUROD6,NR2F1,TBR1,FXYD6,SMOC1,CBLN2,WDFY3,CA12,NEUROD4,PAX6,WAC,KDM5B,CLASP1,LHX2
29	255,152,255	0.00830	1256851	GABRA5,GNAL,KCTD12,HS3ST4,TSHZ3,ZFPM2,CRYM,VSNL1,HSPA12A,TBR1,SORCS1,PEX5L,TPBG,OPCML,NFIB,CAMK2B,FEZF2,SYT6,PDE1A,BACH2	GABRA5,TPBG,GNAL,VSNL1,ZFPM2,HSPA12A,KCTD12,HS3ST4,TSHZ3,COL25A1,CRYM,SORCS1,NPR3,LGR6,CAMK2B,PDE1A,SYT6,TOX,PEX5L,OPCML	TBR1,KCTD12,NFIB,GNAL,NEUROD2,HS3ST4,FXYD6,GABRA5,CRYM,TSHZ3,BACH2,MYT1L,ZFPM2,FEZF2,SATB2,SCN3B,PEX5L,PPP3CA,ARHGAP5,OPCML
13	153,153,0	0.00678	1026747	KIF26B,TMOD1,NEUROD2,PRSS12,CUX2,SATB2,B3GALT2,NFIB,ADRA2A,GLRA2,WAC,LPAR1,SRM,LINGO1,NAB2,CUX1,BAZ2B,DIO2,FBXO32,FLJ20021	KIF26B,TMOD1,LPAR1,PRSS12,FLJ20021,NEUROD2,CUX2,KMT2E-AS1,B3GALT2,TUSC7,SAMD11,SATB2,GLRA2,SRM,ADRA2A,FRG1-DT,DIO2,FBXO32,BAZ2B,NAB2	NEUROD2,KIF26B,SATB2,NFIB,NEUROD6,CUX2,FXYD6,TMOD1,WAC,ZEB2,PRSS12,ADRA2A,SETD5,MYT1L,KDM5B,ARHGAP5,IGFBPL1,CLASP1,B3GALT2,INSM1
50	170,255,0	0.00675	1022337	SPARCL1,LGALS1,DENND2B,HOPX,RHOJ,TAGLN2,CD82,TTYH2,HES1,YAP1,B3GNT2,KITLG,PCCA,FOXP1,CPNE8,DNM2,SETD5,PRSS12,WAC,CUX1	SPARCL1,LGALS1,RHOJ,DENND2B,TAGLN2,CD82,HES1,HOPX,TTYH2,YAP1,CPNE8,PCCA,KITLG,B3GNT2,DNM2,SLC35F2,GRAMD2B,COL6A1,FOXP1,PCCA-DT	SPARCL1,WAC,SETD5,HOPX,FOXP1,FXYD6,TTYH2,PPP3CA,B3GNT2,ZEB2,TAGLN2,DENND2B,LGALS1,CLASP1,KITLG,PCCA,CUX1,ASH1L,PRSS12,YAP1
