Factor	RGB	Weight	PostUMI	TopGene_pval	TopGene_fc	TopGene_weight
11	255,153,204	0.03965	3878520	Penk,Gpr88,Ppp1r1b,Pde10a,Adora2a,Arpp21,Gng7,Pde1b,Rgs9,Tac1,Scn4b,Ppp3ca,Lrrc10b,Drd1,Adcy5,Drd2,Hpca,Tmem158,Pcp4,Gpr6	Gdnf,Clec12a,Ptprv,Cd4,Sh3rf2,Gm36737,Ido1,Fgf3,Adora2a,Ikzf3,Gm17660,Or2y1g,A330035P11Rik,Gm44593,Dlx5,A730036I17Rik,BB031773,Upk3bl,Serpina9,Gm32151	mt-Co3,mt-Atp6,mt-Co2,mt-Co1,mt-Nd1,mt-Cytb,mt-Nd4,mt-Nd2,mt-Nd3,Fth1,Ckb,Penk,Calm1,Rplp1,Calm2,Camk2n1,Pcp4,Tmsb4x,Ppp3ca,Mbp
8	0,223,95	0.03091	3023765	Apoe,Cst3,Aldoc,Slc1a3,Agt,Mt1,Clu,Gpr37l1,Htra1,Plpp3,Oxt,Gja1,Mfge8,Atp1a2,Sparcl1,Fgfr3,Mt2,Bcan,Id3,Dbi	Oxt,Tlr4,B230104I21Rik,Pdgfrl,Gm17745,5033426O07Rik,Gm56503,Gm10644,C430049B03Rik,Slc2a10,Sctr,Gm4632,Or10ad1c,Gm27239,Aurkb,Calr4,Gm31115,Slc36a2,Themis2,Tshr	mt-Co3,mt-Atp6,Apoe,mt-Co2,mt-Co1,Cst3,mt-Cytb,mt-Nd1,mt-Nd4,Aldoc,Ckb,mt-Nd2,Sparcl1,Fth1,Mt1,Clu,Cpe,Dbi,Rplp1,Atp1a2
14	0,153,0	0.02671	2612807	Sst,Npy,Gad1,Crhbp,Cort,Gad2,Serpini1,Rab3b,Cnr1,Slc6a1,Slc32a1,Dlx1as,Kit,Reln,Crh,Synpr,Slc17a8,Erbb4,Atp1b1,Rbp4	Gna14,Hpse,Gm15535,Agtr1a,Potegl,Wnt10b,Agtr2,A230060F14Rik,Grhl3,Sst,Npy,Rbm41,Ucn3,Tagap,Gm56798,A230083G16Rik,C030010L15Rik,Crhbp,Ccdc78,Cort	mt-Co3,mt-Atp6,Sst,mt-Co2,mt-Co1,mt-Nd1,Npy,mt-Cytb,mt-Nd4,mt-Nd2,Fth1,Tmsb4x,Calm1,Atp1b1,Ppia,Gad1,Rplp1,Ubb,mt-Nd3,Cox8a
13	153,153,0	0.01681	1644196	Ptgds,Acta2,Mgp,Cldn5,Vtn,Tagln,Itm2a,Ly6c1,Rgs5,Myl9,Slc6a20a,Dcn,Ly6a,Igfbp7,Pltp,Crip1,Slco1a4,Tm4sf1,Slc2a1,Fn1	Prg4,Foxc2,Or51e1,4833403J16Rik,Prdm6,Slc22a6,Omd,Foxf1,Slc6a12,Slc47a1,Aoc3,Fcgr4,Cytl1,Frk,Fam180a,Col3a1,Myh11,Asgr1,Tbx18,C1qtnf7	mt-Co3,Ptgds,mt-Atp6,mt-Co2,mt-Co1,mt-Cytb,mt-Nd1,mt-Nd4,Apoe,mt-Nd2,Cst3,Fth1,Rplp1,Tmsb4x,Cpe,mt-Nd3,Sparcl1,Eef1a1,Apod,Bsg
15	0,153,153	0.00697	681678	Ttr,Enpp2,Ecrg4,Clic6,Kl,Folr1,Igfbp2,2900040C04Rik,Calml4,F5,Kcnj13,Prr32,Kcne2,Wfdc2,Aqp1,Sostdc1,Lbp,Cldn2,Slc4a5,Steap1	2900040C04Rik,Ttr,Frmpd1os,Slc4a5,Tmem72,Prr32,Kcne2,Ins2,Cldn2,Ecrg4,Steap1,Defb11,Kcnj13,F5,Folr1,Wfdc2,Slc16a8,Wdr86,Aqp1,Gm32468	Ttr,Enpp2,mt-Co3,mt-Atp6,mt-Co2,mt-Nd1,Fth1,mt-Co1,mt-Cytb,Apoe,mt-Nd2,mt-Nd4,Igfbp2,Bsg,Eef1a1,Psap,Clu,Cst3,Dbi,mt-Nd3
16	50,50,204	0.00261	255069	Hexb,C1qa,C1qc,P2ry12,Ctss,Tmem119,C1qb,Selplg,Csf1r,P2ry13,Cx3cr1,Cst3,Gpr34,Ccr5,Trem2,Laptm5,Slc2a5,Gm2629,Susd3,Gpr183	Siglece,Milr1,Ptafr,Tlr13,Gm2629,Gpr183,Hmga2-ps1,Nlrp3,Ccl24,Tmem273,Cdk2,Csf2rb,Mlph,Snx29,Pik3r5,BC035044,Cd300a,Cysltr1,Arl11,5930403N24Rik	mt-Co3,Cst3,mt-Atp6,mt-Co2,mt-Co1,mt-Nd1,mt-Cytb,Hexb,mt-Nd4,Fth1,Tmsb4x,C1qa,mt-Nd2,Ctsd,C1qc,Ctss,C1qb,Mbp,Rplp1,mt-Nd3
18	153,76,0	0.00210	205743	Pmch,Cartpt,Parpbp,Resp18,Tacr3,Mup6,Maged2,Fkbp11,Ly6h,Chodl,Tent5a,Ndn,Gpx3,Dmrtb1,Rcn1,Klhl13,Parm1,Upk3a,Ssr4,Adra2a	Pmch,Parpbp,Mup6,Cartpt,Tacr3,Upk3a,Slc2a9,Otop3,Dmrtb1,Chodl,Fkbp11,Saa1,Gm32815,Defb25,Asic3,Ifit1bl2,Aldob,Scgn,Rflna,A730046J19Rik	Pmch,mt-Co3,Cartpt,mt-Atp6,mt-Co2,mt-Co1,mt-Nd1,mt-Cytb,Resp18,Ubb,mt-Nd4,Uchl1,Tuba1a,Ppia,Fth1,mt-Nd2,Rplp1,Cst3,Ly6h,Tmsb4x
12	153,0,0	0.00164	160651	Agrp,Dsp,Sash3,Neurog2,Rin3,Zfhx2os,Gm49864,Rps14,Rplp1,A4galt,Gm35339,Pbk,C330011M18Rik,Rps21,C1ql2,Pla2g2f,Pde6h,Rpl9,Rps23,Gm44257	Gm44257,A4galt,5031425F14Rik,Neurog2,C330011M18Rik,Zfhx2os,Dsp,Agrp,Pla2g2f,Pde6h,Sash3,Rin3,Gm57320,Gm35339,Gm57273,Gm49864,Col4a6,Trp53cor1,A030005L19Rik,9030624G23Rik	mt-Co3,Rplp1,Rps14,mt-Atp6,Tmsb4x,Rps21,Rpl13a,Ppia,Eef1a1,Rps23,Rpl13,Rpl9,mt-Co2,Ubb,Rps15,Cox4i1,mt-Nd1,Rpl41,Rpl11,Rps27a
17	153,0,153	0.00018	17298	Tmem212,Ccdc153,1700024G13Rik,Dynlrb2,Dnah10,Cfap141,Lrrc23,Fam166b,Odf3b,Zfp474,Meig1,Crocc2,Cfap126,3300002A11Rik,Dnali1,Cdhr4,Mia,Cfap91,Rd3,Ppp1r36	Crocc2,Zfp474,Cpn1,1700024G13Rik,Styxl1,Dnah10,Myb,Gm43579,Cfap53,Tmem212,Dnaaf1,Rsph14,Nek5,Fam166b,Cfap91,Iqca,Fndc3c1,Sntn,Hc,Slc6a19	mt-Co3,Dbi,mt-Atp6,Nnat,mt-Co2,mt-Co1,Tmem212,Ccdc153,Fth1,Mt1,Mt3,mt-Nd1,Apoe,Cpe,Rarres2,Rplp1,Dynlrb2,Cst3,mt-Cytb,Cfap141
21	50,127,204	0.00003	3249	Hcrt,Upk3bl,Scg2,Gm34121,Bard1,Nusap1,Ankrd2,Gast,Zfp935,Gm45902,Bend7,Reep4,Snx20,Chrna1os,Gprc5c,Plagl1,Celf6,Rad54l2,Vat1,Gm2694	Hcrt,Upk3bl,Gm34121,Bard1,Nusap1,Ankrd2,Gast,Zfp935,Gm45902,Bend7,Reep4,Snx20,Chrna1os,Gprc5c,Plagl1,Rad54l2,Celf6,Gm2694,Ccdc130,Ripk2	Hcrt,mt-Co3,Scg2,mt-Atp6,mt-Co2,mt-Cytb,mt-Nd1,mt-Co1,6330403K07Rik,Fth1,Gnas,mt-Nd4,Mbp,mt-Nd2,Cox8a,Bex2,Ubb,mt-Nd3,Calm2,Rpl3
19	76,153,0	0.00002	2351	Hbb-bs,Hba-a1,Hba-a2,Hbb-bt,Rasal3,Fam167b,Gm15408,Ifit1bl2,Alas2,Tubb6,Bdkrb2,Myh15,1700095J03Rik,Jaml,Dchs2,Gm16283,6430550D23Rik,Fadd,Gm41396,Kifc1	Gm15408,Ifit1bl2,Fam167b,Rasal3,Dchs2,Bdkrb2,Tubb6,1700095J03Rik,Jaml,Alas2,Gm16283,Gm41396,Myh15,Kifc1,6430550D23Rik,Hbb-bt,Itgb7,Hba-a2,Fam228a,Hba-a1	Hbb-bs,Hba-a1,Hba-a2,mt-Co3,Hbb-bt,mt-Atp6,mt-Co1,mt-Co2,mt-Nd1,mt-Cytb,mt-Nd4,mt-Nd2,Fth1,Rplp1,Cst3,mt-Nd3,Apoe,Rpl13,Mbp,Ptgds
20	0,115,0	0.00001	532	Vip,B3gnt5,Ccl12,Zfp78,Il21r,Gm56686,Gm35725,Tmem255b,Myo1f,Gbp6,Myo1g,H2-DMb2,Gm57367,Asf1b,Tac2,Gm6569,Gm56779,Gm9748,Pimreg,Mir142hg	B3gnt5,Il21r,Gm35725,Ccl12,Gm56686,Zfp78,Tmem255b,Myo1g,H2-DMb2,Gbp6,Myo1f,Asf1b,Gm57367,Gm6569,Gm56779,Gm9748,Mir142hg,Pimreg,Vip,Cd72	Vip,mt-Co3,mt-Atp6,mt-Co2,mt-Co1,Tac2,Cck,mt-Cytb,mt-Nd4,mt-Nd1,Cnr1,mt-Nd2,Ccl12,Tmsb4x,Zfp78,B3gnt5,Trim36,Myo1f,Rpl13a,Tmem255b
22	127,50,204	0.00000	34	Gm29107,Gdpd3,Gpc6,Glb1l,Cd180,Zc3h12a,Zmynd12,Catsper2,Gm56658,Slc16a9,Stox1,B230319C09Rik,Pgghg,Nmb,Eogt,M6pr,Ccz1,Rps24,Cox6a1,Plp1	Gm29107,Gdpd3,Gpc6,Cd180,Glb1l,Zc3h12a,Zmynd12,Catsper2,Slc16a9,Stox1,Pgghg,Nmb,Eogt,Ccz1,M6pr,Rps24,Cox6a1,Plp1,Calm1,Gm56658	Gdpd3,mt-Co3,Gm29107,Glb1l,mt-Nd1,Gpc6,M6pr,Pgghg,Catsper2,Calm1,Slc16a9,Eogt,Nmb,Rps24,Zc3h12a,Cd180,Ccz1,Plp1,mt-Cytb,Zmynd12
